team,name,nation,position,age,play,start,mplay,goal,assist,PK,PKatt,CrdY,CrdR,perG,perA,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,
man united,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,24,14,13,1105,7,6,3,3,2,0,0.57,0.49,1.06,0.33,0.81,4.9,2.6,2.5,0.48,0.24,0.72,0.26,0.5,Matches
man united,Paul Pogba\Paul-Pogba,fr FRA,MF,26,13,9,945,0,3,0,1,0,0,0,0.29,0.29,0,0.29,1.9,1.1,2.1,0.22,0.24,0.45,0.13,0.37,Matches
man united,Marcos Rojo\Marcos-Rojo,ar ARG,DF,29,9,7,679,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.03,0.06,0.09,0.03,0.09,Matches
man united,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,21,10,7,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
man united,Diogo Dalot\Diogo-Dalot,pt POR,DF,20,11,7,578,1,0,0,0,1,0,0.16,0,0.16,0.16,0.16,0.4,0.4,0.2,0.1,0.06,0.16,0.1,0.16,Matches
man united,Phil Jones\Phil-Jones,eng ENG,DF,27,8,7,563,1,0,0,0,2,0,0.16,0,0.16,0.16,0.16,0.2,0.2,0,0.06,0.01,0.06,0.06,0.06,Matches
man united,Eric Bailly\Eric-Bailly,ci CIV,DF,25,8,5,515,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.04,0,0.04,0.04,0.04,Matches
man united,Odion Ighalo\Odion-Ighalo,ng NGA,FW,30,13,4,490,5,1,0,0,0,0,0.92,0.18,1.1,0.92,1.1,3.2,3.2,0.6,1.03,0.19,1.22,1.03,1.22,Matches
man united,Tahith Chong\Tahith-Chong,nl NED,FW,19,11,4,450,0,2,0,0,0,0,0,0.4,0.4,0,0.4,0.8,0.8,0.2,0.28,0.07,0.36,0.28,0.36,Matches
man united,James Garner\James-Garner,eng ENG,MF,18,6,3,317,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.05,0,0.05,0.05,0.05,Matches
man united,Angel Gomes\Angel-Gomes,eng ENG,FWMF,18,6,3,293,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.7,0.13,0.23,0.36,0.13,0.36,Matches
man united,Ethan Laird\Ethan-Laird,eng ENG,DF,18,2,1,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.04,0.04,0,0.04,Matches
man united,Lee Grant\Lee-Grant,eng ENG,GK,36,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
man united,Di'Shon Bernard\DiShon-Bernard,eng ENG,DF,18,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
man united,Dylan Levitt\Dylan-Levitt,wal WAL,MF,18,1,1,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.03,0.07,0.1,0.03,0.1,Matches
man united,D'Mani Bughail-Mellor\DMani-Bughail-Mellor,eng ENG,FW,18,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
man united,Largie Ramazani\Largie-Ramazani,be BEL,MF,18,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
man united,Ethan Galbraith\Ethan-Galbraith,nir NIR,FW,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
liverpool,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,28,45,45,4140,4,2,0,0,1,0,0.09,0.04,0.13,0.09,0.13,2.7,2.7,1.5,0.07,0.04,0.1,0.07,0.1,Matches
liverpool,Andrew Robertson\Andrew-Robertson,sco SCO,DF,25,43,40,3700,2,9,0,0,4,0,0.05,0.22,0.27,0.05,0.27,2.4,2.4,6.1,0.07,0.16,0.23,0.07,0.23,Matches
liverpool,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,20,43,40,3646,3,13,0,0,6,0,0.07,0.32,0.39,0.07,0.39,2.8,2.8,10.5,0.07,0.27,0.35,0.07,0.35,Matches
liverpool,Mohamed Salah\Mohamed-Salah,eg EGY,FW,27,42,40,3592,23,11,3,3,1,0,0.58,0.28,0.85,0.5,0.78,20.8,18.6,7.8,0.58,0.22,0.8,0.52,0.73,Matches
liverpool,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,27,46,39,3532,9,11,0,0,0,0,0.23,0.28,0.51,0.23,0.51,14.6,14.6,7.3,0.4,0.2,0.6,0.4,0.6,Matches
liverpool,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,28,43,37,3347,5,0,0,0,0,0,0.13,0,0.13,0.13,0.13,3.3,3.3,1.9,0.1,0.05,0.15,0.1,0.15,Matches
liverpool,Sadio Mané\Sadio-Mane,sn SEN,FW,27,41,37,3277,20,9,0,0,6,0,0.55,0.25,0.8,0.55,0.8,14.9,14.9,7.6,0.44,0.22,0.66,0.44,0.66,Matches
liverpool,Jordan Henderson\Jordan-Henderson,eng ENG,MF,29,38,34,2947,4,5,0,0,3,0,0.12,0.15,0.27,0.12,0.27,1.5,1.5,3.4,0.05,0.11,0.16,0.05,0.16,Matches
liverpool,Joe Gomez\Joe-Gomez,eng ENG,DF,22,37,29,2786,0,0,0,0,7,0,0,0,0,0,0,0,0,0.3,0,0.01,0.01,0,0.01,Matches
liverpool,Alisson\Alisson,br BRA,GK,26,31,31,2753,0,1,0,0,0,1,0,0.03,0.03,0,0.03,0,0,0.4,0,0.01,0.01,0,0.01,Matches
liverpool,Fabinho\Fabinho,br BRA,MF,25,36,29,2658,2,3,0,0,8,0,0.07,0.1,0.17,0.07,0.17,0.5,0.5,2,0.02,0.08,0.1,0.02,0.1,Matches
liverpool,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,25,37,21,1910,7,1,0,0,1,0,0.33,0.05,0.38,0.33,0.38,3.2,3.2,1.4,0.18,0.08,0.26,0.18,0.26,Matches
liverpool,Adrián\Adrian,es ESP,GK,32,18,16,1565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
liverpool,James Milner\James-Milner,eng ENG,MFDF,33,33,16,1541,4,4,3,3,6,0,0.23,0.23,0.47,0.06,0.29,2.3,0.7,1,0.17,0.08,0.24,0.05,0.13,Matches
liverpool,Divock Origi\Divock-Origi,be BEL,FW,24,37,12,1297,5,2,0,0,1,0,0.35,0.14,0.49,0.35,0.49,2.4,2.4,0.3,0.26,0.03,0.29,0.26,0.29,Matches
liverpool,Dejan Lovren\Dejan-Lovren,hr CRO,DF,30,15,14,1189,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,0.4,0.4,0.7,0.04,0.06,0.1,0.04,0.1,Matches
liverpool,Joël Matip\Joel-Matip,cm CMR,DF,27,13,11,1045,2,0,0,0,0,0,0.17,0,0.17,0.17,0.17,0.4,0.4,0,0.04,0,0.04,0.04,0.04,Matches
liverpool,Naby Keïta\Naby-Keita,gn GUI,MFFW,24,21,12,1034,2,3,0,0,1,0,0.17,0.26,0.44,0.17,0.44,2.3,2.3,2.2,0.25,0.25,0.5,0.25,0.5,Matches
liverpool,Adam Lallana\Adam-Lallana,eng ENG,FWMF,31,20,7,803,1,2,0,0,2,0,0.11,0.22,0.34,0.11,0.34,1.1,1.1,0.6,0.25,0.14,0.39,0.25,0.39,Matches
liverpool,Neco Williams\Neco-Williams,wal WAL,DF,18,9,6,558,0,1,0,0,2,0,0,0.16,0.16,0,0.16,0.1,0.1,0.1,0.26,0.18,0.44,0.26,0.44,Matches
liverpool,Harvey Elliot\Harvey-Elliot,eng ENG,MF,16,8,6,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
liverpool,Curtis Jones\Curtis-Jones,eng ENG,MF,18,9,5,522,3,1,0,0,0,0,0.52,0.17,0.69,0.52,0.69,0.4,0.4,0,1.32,0,1.32,1.32,1.32,Matches
liverpool,Pedro Chirivella\Pedro-Chirivella,es ESP,MF,22,6,4,428,0,1,0,0,0,0,0,0.21,0.21,0,0.21,,,,,,,,,Matches
liverpool,Takumi Minamino\Takumi-Minamino,jp JPN,MF,24,11,4,403,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0.5,0,0.5,0.5,0.5,Matches
liverpool,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,20,4,4,390,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Sepp van den Berg\Sepp-van-den-Berg,nl NED,DF,17,4,3,301,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,17,3,3,260,1,0,0,0,0,0,0.35,0,0.35,0.35,0.35,,,,,,,,,Matches
liverpool,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MF,27,8,2,223,1,0,0,0,0,0,0.4,0,0.4,0.4,0.4,0.5,0.5,0.2,0.23,0.08,0.31,0.23,0.31,Matches
liverpool,Rhian Brewster\Rhian-Brewster,eng ENG,FW,19,3,2,222,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Yasser Larouci\Yasser-Larouci,fr FRA,DF,18,2,1,172,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Leighton Clarkson\Leighton-Clarkson,eng ENG,MF,17,2,1,103,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Herbie Kane\Herbie-Kane,eng ENG,MF,20,2,1,99,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Morgan Boyes\Morgan-Boyes,wal WAL,DF,18,2,1,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Jake Cain\Jake-Cain,eng ENG,MF,17,1,1,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,22,1,1,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Adam Lewis\Adam-Lewis,eng ENG,DF,19,1,1,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Thomas Hill\Thomas-Hill,eng ENG,FW,16,1,1,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Tony Gallacher\Tony-Gallacher,sco SCO,DF,20,1,1,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Liam Millar\Liam-Millar,ca CAN,FW,19,1,1,81,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Isaac Christie-Davies\Isaac-Christie-Davies,wal WAL,MF,21,1,1,76,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Luis Longstaff\Luis-Longstaff,eng ENG,FW,18,1,1,64,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Jack Bearne\Jack-Bearne,eng ENG,MF,17,1,0,26,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,James Norris\James-Norris,eng ENG,DF,16,1,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Joe Hardy\Joe-Hardy,eng ENG,FW,20,1,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
liverpool,Elijah Dixon-Bonner\Elijah-Dixon-Bonner,eng ENG,MF,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
tottenham,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,30,37,37,3317,1,2,0,0,6,0,0.03,0.05,0.08,0.03,0.08,0.8,0.8,1,0.02,0.03,0.05,0.02,0.05,Matches
tottenham,Serge Aurier\Serge-Aurier,ci CIV,DF,26,37,35,3090,2,8,0,0,3,1,0.06,0.23,0.29,0.06,0.29,0.7,0.7,4.3,0.02,0.14,0.17,0.02,0.17,Matches
tottenham,Davinson Sánchez\Davinson-Sanchez,co COL,DF,23,35,33,3031,0,0,0,0,5,0,0,0,0,0,0,1.1,1.1,0.1,0.04,0,0.04,0.04,0.04,Matches
tottenham,Lucas Moura\Lucas-Moura,br BRA,FWMF,26,42,32,2842,7,3,0,0,2,0,0.22,0.1,0.32,0.22,0.32,6.2,6.2,2.4,0.24,0.09,0.33,0.24,0.33,Matches
tottenham,Son Heung-min\Son-Heung-min,kr KOR,FW,27,36,31,2805,16,11,1,2,0,2,0.51,0.35,0.87,0.48,0.83,11,10.2,7.2,0.41,0.26,0.67,0.37,0.64,Matches
tottenham,Dele Alli\Dele-Alli,eng ENG,MFFW,23,37,32,2780,9,6,1,1,4,0,0.29,0.19,0.49,0.26,0.45,8.2,7.5,3.4,0.32,0.13,0.45,0.29,0.42,Matches
tottenham,Harry Winks\Harry-Winks,eng ENG,MF,23,36,31,2617,0,0,0,0,10,0,0,0,0,0,0,0.5,0.5,1.2,0.02,0.05,0.07,0.02,0.07,Matches
tottenham,Harry Kane\Harry-Kane,eng ENG,FW,26,29,29,2588,19,2,4,4,4,0,0.66,0.07,0.73,0.52,0.59,13.5,10.5,2.4,0.47,0.09,0.56,0.36,0.45,Matches
tottenham,Moussa Sissoko\Moussa-Sissoko,fr FRA,MFFW,29,30,27,2448,2,2,0,0,7,0,0.07,0.07,0.15,0.07,0.15,2.3,2.3,1.3,0.09,0.05,0.13,0.09,0.13,Matches
tottenham,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,27,25,24,2273,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.02,0.02,0,0.02,Matches
tottenham,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,32,28,25,2159,2,1,0,0,2,0,0.08,0.04,0.13,0.08,0.13,0.4,0.4,0.9,0.02,0.04,0.07,0.02,0.07,Matches
tottenham,Eric Dier\Eric-Dier,eng ENG,DFMF,25,29,23,2072,0,2,0,0,5,0,0,0.09,0.09,0,0.09,1.5,1.5,0.1,0.09,0.01,0.09,0.09,0.09,Matches
tottenham,Hugo Lloris\Hugo-Lloris,fr FRA,GK,32,22,22,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
tottenham,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,23,32,17,1833,2,1,0,0,7,0,0.1,0.05,0.15,0.1,0.15,1.7,1.7,2.3,0.1,0.14,0.24,0.1,0.24,Matches
tottenham,Christian Eriksen\Christian-Eriksen,dk DEN,MF,27,28,14,1630,3,3,0,0,5,0,0.17,0.17,0.33,0.17,0.33,2.6,2.6,3.6,0.17,0.24,0.4,0.17,0.4,Matches
tottenham,Érik Lamela\Erik-Lamela,ar ARG,MFFW,27,31,14,1567,4,4,0,0,5,0,0.23,0.23,0.46,0.23,0.46,3.8,3.8,1.8,0.26,0.12,0.38,0.26,0.38,Matches
tottenham,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,22,28,17,1403,2,4,0,0,3,0,0.13,0.26,0.38,0.13,0.38,0.8,0.8,2.1,0.05,0.15,0.2,0.05,0.2,Matches
tottenham,Ben Davies\Ben-Davies,wal WAL,DF,26,17,15,1371,0,1,0,0,5,0,0,0.07,0.07,0,0.07,0.2,0.2,1.1,0.01,0.08,0.09,0.01,0.09,Matches
tottenham,Danny Rose\Danny-Rose,eng ENG,DF,29,16,14,1253,0,1,0,0,5,0,0,0.07,0.07,0,0.07,0.1,0.1,1.5,0.01,0.11,0.12,0.01,0.12,Matches
tottenham,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,20,11,11,950,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,Matches
tottenham,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,19,12,9,772,1,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23,0.5,0.5,0.4,0.08,0.07,0.15,0.08,0.15,Matches
tottenham,Steven Bergwijn\Steven-Bergwijn,nl NED,MFFW,21,11,9,714,3,0,0,0,1,0,0.38,0,0.38,0.38,0.38,1.5,1.5,0.7,0.2,0.1,0.29,0.2,0.29,Matches
tottenham,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,22,5,5,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.03,0.03,0.01,0.03,Matches
tottenham,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,20,10,2,298,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.09,0.19,0.1,0.19,Matches
tottenham,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,18,8,3,286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
tottenham,Juan Foyth\Juan-Foyth,ar ARG,DF,21,7,3,266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
tottenham,Victor Wanyama\Victor-Wanyama,ke KEN,MF,28,4,1,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
tottenham,Michel Vorm\Michel-Vorm,nl NED,GK,35,1,1,120,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
tottenham,Troy Parrott\Troy-Parrott,ie IRL,FW,17,4,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
tottenham,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
tottenham,Malachi Fagan-Walcott\Malachi-Fagan-Walcott,eng ENG,DF,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
arsenal,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,30,38,36,3241,23,2,1,1,3,1,0.64,0.06,0.69,0.61,0.67,17.2,16.5,3.6,0.48,0.1,0.58,0.46,0.56,Matches
arsenal,David Luiz\David-Luiz,br BRA,DF,32,37,36,3133,2,1,0,0,5,2,0.06,0.03,0.09,0.06,0.09,2.1,2.1,1,0.07,0.03,0.1,0.07,0.1,Matches
arsenal,Granit Xhaka\Granit-Xhaka,ch SUI,MFDF,26,35,34,2935,1,1,0,0,11,0,0.03,0.03,0.06,0.03,0.06,1.2,1.2,2,0.04,0.07,0.11,0.04,0.11,Matches
arsenal,Bernd Leno\Bernd-Leno,de GER,GK,27,32,32,2859,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
arsenal,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,17,35,27,2570,4,11,0,0,6,0,0.14,0.39,0.53,0.14,0.53,2.1,2.1,6.5,0.09,0.27,0.36,0.09,0.36,Matches
arsenal,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,20,34,24,2413,0,2,0,0,8,0,0,0.07,0.07,0,0.07,0.6,0.6,1.1,0.03,0.05,0.07,0.03,0.07,Matches
arsenal,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,31,28,26,2322,3,0,0,0,6,0,0.12,0,0.12,0.12,0.12,1.3,1.3,0.2,0.06,0.01,0.07,0.06,0.07,Matches
arsenal,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWDF,24,36,24,2293,8,8,2,2,3,0,0.31,0.31,0.63,0.24,0.55,5.1,4.3,4.7,0.22,0.21,0.43,0.19,0.4,Matches
arsenal,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,28,33,24,2121,10,3,0,0,7,0,0.42,0.13,0.55,0.42,0.55,9.8,9.8,2.9,0.45,0.13,0.58,0.45,0.58,Matches
arsenal,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,27,25,23,2105,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,1.3,1.3,0.6,0.07,0.03,0.1,0.07,0.1,Matches
arsenal,Lucas Torreira\Lucas-Torreira,uy URU,MF,23,35,21,1915,2,1,0,0,5,0,0.09,0.05,0.14,0.09,0.14,2.4,2.4,1.3,0.13,0.07,0.19,0.13,0.19,Matches
arsenal,Dani Ceballos\Dani-Ceballos,es ESP,MF,22,31,18,1908,2,2,0,0,0,0,0.09,0.09,0.19,0.09,0.19,1.2,1.2,2.1,0.06,0.11,0.17,0.06,0.17,Matches
arsenal,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,26,26,21,1829,0,2,0,0,6,0,0,0.1,0.1,0,0.1,0.7,0.7,1,0.04,0.06,0.1,0.04,0.1,Matches
arsenal,Mesut Özil\Mesut-Ozil,de GER,MFFW,30,23,22,1799,1,3,0,0,1,0,0.05,0.15,0.2,0.05,0.2,1.5,1.5,2.5,0.09,0.14,0.23,0.09,0.23,Matches
arsenal,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFFW,21,28,20,1782,1,2,0,0,6,1,0.05,0.1,0.15,0.05,0.15,0.3,0.3,1.5,0.02,0.09,0.11,0.02,0.11,Matches
arsenal,Joe Willock\Joe-Willock,eng ENG,MF,19,39,19,1771,5,1,0,0,3,0,0.25,0.05,0.3,0.25,0.3,3.7,3.7,1.4,0.25,0.09,0.35,0.25,0.35,Matches
arsenal,Héctor Bellerín\Hector-Bellerin,es ESP,DF,24,20,17,1562,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.4,0.4,1,0.03,0.07,0.09,0.03,0.09,Matches
arsenal,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,26,17,16,1521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
arsenal,Martinelli\Martinelli,br BRA,FW,18,26,15,1501,10,4,0,0,2,0,0.6,0.24,0.84,0.6,0.84,4.7,4.7,2.1,0.39,0.18,0.57,0.39,0.57,Matches
arsenal,Calum Chambers\Calum-Chambers,eng ENG,DF,24,18,16,1385,1,4,0,0,6,0,0.06,0.26,0.32,0.06,0.32,0.8,0.8,1,0.06,0.07,0.13,0.06,0.13,Matches
arsenal,Kieran Tierney\Kieran-Tierney,sco SCO,DF,22,18,15,1259,0,2,0,0,2,0,0,0.14,0.14,0,0.14,0.1,0.1,1.8,0.01,0.16,0.16,0.01,0.16,Matches
arsenal,Reiss Nelson\Reiss-Nelson,eng ENG,FW,19,19,11,961,2,3,0,0,2,0,0.19,0.28,0.47,0.19,0.47,1.1,1.1,1.5,0.14,0.19,0.33,0.14,0.33,Matches
arsenal,Rob Holding\Rob-Holding,eng ENG,DF,23,13,9,947,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,0.3,0.3,0,0.05,0,0.05,0.05,0.05,Matches
arsenal,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,20,14,8,713,4,0,0,0,0,1,0.5,0,0.5,0.5,0.5,3.1,3.1,0.4,0.54,0.07,0.61,0.54,0.61,Matches
arsenal,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,FWMF,19,6,5,374,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,0.27,0.03,0.3,0.27,0.3,Matches
arsenal,Nacho Monreal\Nacho-Monreal,es ESP,DF,33,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.03,0.08,0.11,0.03,0.11,Matches
arsenal,Pablo Marí\Pablo-Mari,es ESP,DF,25,3,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
arsenal,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FW,30,3,1,112,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.18,0.18,0.36,0.18,0.36,Matches
arsenal,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,21,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
arsenal,Cédric Soares\Cedric-Soares,pt POR,DF,27,2,1,89,1,0,0,0,0,0,1.01,0,1.01,1.01,1.01,0,0,0,0.03,0,0.03,0.03,0.03,Matches
chelsea,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,29,43,42,3826,4,6,0,0,3,0,0.09,0.14,0.24,0.09,0.24,3.8,3.8,6.3,0.1,0.16,0.26,0.1,0.26,Matches
chelsea,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,24,38,38,3450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
chelsea,Mason Mount\Mason-Mount,eng ENG,MFFW,20,47,36,3291,6,4,0,0,3,0,0.16,0.11,0.27,0.16,0.27,7.2,7.2,4,0.21,0.12,0.33,0.21,0.33,Matches
chelsea,Kurt Zouma\Kurt-Zouma,fr FRA,DF,24,36,33,3076,1,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,1,1,0.9,0.04,0.03,0.07,0.04,0.07,Matches
chelsea,Willian\Willian,br BRA,FW,30,43,34,3040,11,9,4,4,4,0,0.33,0.27,0.59,0.21,0.47,7.7,4.7,8.2,0.24,0.26,0.5,0.15,0.4,Matches
chelsea,Jorginho\Jorginho,it ITA,MF,27,38,33,2973,7,2,6,6,13,0,0.21,0.06,0.27,0.03,0.09,5.2,1.4,2.7,0.18,0.09,0.27,0.05,0.14,Matches
chelsea,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,25,41,31,2763,2,3,0,0,9,0,0.07,0.1,0.16,0.07,0.16,1.7,1.7,3.1,0.07,0.12,0.19,0.07,0.19,Matches
chelsea,Tammy Abraham\Tammy-Abraham,eng ENG,FW,21,40,31,2711,16,4,0,0,2,0,0.53,0.13,0.66,0.53,0.66,17.9,17.9,3,0.63,0.1,0.73,0.63,0.73,Matches
chelsea,N'Golo Kanté\NGolo-Kante,fr FRA,MF,28,27,25,2212,3,0,0,0,5,0,0.12,0,0.12,0.12,0.12,1.9,1.9,2.9,0.08,0.13,0.22,0.08,0.22,Matches
chelsea,Andreas Christensen\Andreas-Christensen,dk DEN,DF,23,25,25,2150,0,0,0,0,5,0,0,0,0,0,0,0.8,0.8,1.1,0.04,0.05,0.08,0.04,0.08,Matches
chelsea,Christian Pulisic\Christian-Pulisic,us USA,FW,20,29,23,2037,9,5,0,0,0,0,0.4,0.22,0.62,0.4,0.62,8.4,8.4,4.1,0.44,0.21,0.65,0.44,0.65,Matches
chelsea,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,21,22,21,1867,2,1,0,0,4,0,0.1,0.05,0.14,0.1,0.14,1,1,0.6,0.05,0.03,0.08,0.05,0.08,Matches
chelsea,Marcos Alonso\Marcos-Alonso,es ESP,DF,28,23,21,1861,4,2,0,0,4,1,0.19,0.1,0.29,0.19,0.29,2.4,2.4,2,0.14,0.12,0.26,0.14,0.26,Matches
chelsea,Reece James\Reece-James,eng ENG,DF,19,30,20,1858,2,3,0,0,3,0,0.1,0.15,0.24,0.1,0.24,0.8,0.8,3,0.05,0.17,0.22,0.05,0.22,Matches
chelsea,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,26,20,20,1755,2,0,0,0,3,0,0.1,0,0.1,0.1,0.1,0.4,0.4,0.3,0.03,0.02,0.04,0.03,0.04,Matches
chelsea,Ross Barkley\Ross-Barkley,eng ENG,FWMF,25,26,17,1495,5,5,0,1,0,0,0.3,0.3,0.6,0.3,0.6,3,2.2,2.5,0.25,0.21,0.46,0.18,0.4,Matches
chelsea,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,24,19,17,1430,0,1,0,0,3,0,0,0.06,0.06,0,0.06,1,1,1.6,0.08,0.13,0.21,0.08,0.21,Matches
