team,name,nation,position,age,play,start,mplay,goal,assist,PK,PKatt,CrdY,CrdR,perG,perA,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,
chelsea,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,18,26,12,1302,3,5,0,0,1,0,0.21,0.35,0.55,0.21,0.55,2.3,2.3,2.7,0.21,0.25,0.47,0.21,0.47,Matches
chelsea,Pedro\Pedro,es ESP,FWDF,32,20,13,1228,2,3,1,1,1,0,0.15,0.22,0.37,0.07,0.29,2.7,2.7,0.8,0.32,0.1,0.42,0.32,0.42,Matches
chelsea,Olivier Giroud\Olivier-Giroud,fr FRA,FW,32,18,12,988,6,0,0,0,1,0,0.55,0,0.55,0.55,0.55,3.6,3.6,0.9,0.39,0.1,0.49,0.39,0.49,Matches
chelsea,Willy Caballero\Willy-Caballero,ar ARG,GK,37,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
chelsea,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,25,24,5,674,6,2,0,0,1,0,0.8,0.27,1.07,0.8,1.07,3.8,3.8,0.3,1.05,0.08,1.13,1.05,1.13,Matches
chelsea,Billy Gilmour\Billy-Gilmour,sco SCO,MF,18,11,6,511,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.03,0.08,0.11,0.03,0.11,Matches
chelsea,Marc Guéhi\Marc-Guehi,eng ENG,DF,19,2,2,180,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
chelsea,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,23,5,1,142,0,1,0,0,0,0,0,0.63,0.63,0,0.63,0.5,0.5,0.3,0.35,0.22,0.57,0.35,0.57,Matches
chelsea,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,18,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.38,0.38,0,0.38,Matches
chelsea,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,17,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
chelsea,Ian Maatsen\Ian-Maatsen,nl NED,DF,17,1,0,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
chelsea,Armando Broja\Armando-Broja,al ALB,FW,17,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
bayern,Manuel Neuer\Manuel-Neuer,de GER,GK,33,47,47,4230,0,1,0,0,1,0,0,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,Matches
bayern,Joshua Kimmich\Joshua-Kimmich,de GER,MFDF,24,47,45,4011,6,11,0,0,11,0,0.13,0.25,0.38,0.13,0.38,1.6,1.6,9.1,0.04,0.24,0.29,0.04,0.29,Matches
bayern,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,23,46,44,3971,4,6,0,0,6,0,0.09,0.14,0.23,0.09,0.23,2.1,2.1,4,0.05,0.11,0.16,0.05,0.16,Matches
bayern,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,30,43,42,3770,51,6,6,6,7,0,1.22,0.14,1.36,1.07,1.22,35.7,31.2,7.7,0.98,0.21,1.19,0.85,1.06,Matches
bayern,David Alaba\David-Alaba,at AUT,DF,27,38,37,3332,2,2,0,0,1,0,0.05,0.05,0.11,0.05,0.11,0.7,0.7,3.1,0.02,0.1,0.12,0.02,0.12,Matches
bayern,Thomas Müller\Thomas-Muller,de GER,MFFW,29,46,35,3133,12,25,0,0,5,0,0.34,0.72,1.06,0.34,1.06,10.4,10.4,14.8,0.36,0.51,0.87,0.36,0.87,Matches
bayern,Alphonso Davies\Alphonso-Davies,ca CAN,DF,18,39,33,3069,3,8,0,0,4,1,0.09,0.23,0.32,0.09,0.32,2.4,2.4,4.8,0.08,0.17,0.25,0.08,0.25,Matches
bayern,Serge Gnabry\Serge-Gnabry,de GER,FWMF,24,42,35,3036,20,12,0,0,1,0,0.59,0.36,0.95,0.59,0.95,15.3,15.3,11.5,0.52,0.39,0.91,0.52,0.91,Matches
bayern,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,28,36,29,2648,3,2,0,0,10,0,0.1,0.07,0.17,0.1,0.17,4,4,2.3,0.16,0.09,0.25,0.16,0.25,Matches
bayern,Jérôme Boateng\Jerome-Boateng,de GER,DF,30,34,32,2589,0,2,0,0,5,1,0,0.07,0.07,0,0.07,0.3,0.3,1.3,0.01,0.05,0.07,0.01,0.07,Matches
bayern,Kingsley Coman\Kingsley-Coman,fr FRA,FW,23,35,28,2307,7,5,0,0,2,0,0.27,0.2,0.47,0.27,0.47,6.3,6.3,4.4,0.29,0.21,0.5,0.29,0.5,Matches
bayern,Leon Goretzka\Leon-Goretzka,de GER,MF,24,34,24,2127,8,6,0,0,2,0,0.34,0.25,0.59,0.34,0.59,5.9,5.9,3.5,0.31,0.19,0.5,0.31,0.5,Matches
bayern,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,27,34,22,2066,9,8,1,1,0,0,0.39,0.35,0.74,0.35,0.7,10,9.3,4.4,0.49,0.21,0.7,0.45,0.67,Matches
bayern,Ivan Perišić\Ivan-Perisic,hr CRO,FW,30,31,15,1547,6,7,0,0,2,0,0.35,0.41,0.76,0.35,0.76,4.9,4.9,4.3,0.31,0.27,0.58,0.31,0.58,Matches
bayern,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,24,24,15,1360,3,6,0,0,1,0,0.2,0.4,0.6,0.2,0.6,2.6,2.6,2.3,0.25,0.22,0.47,0.25,0.47,Matches
bayern,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,23,24,12,1122,0,1,0,0,4,0,0,0.08,0.08,0,0.08,0.5,0.5,1,0.04,0.08,0.12,0.04,0.12,Matches
bayern,Javi Martínez\Javi-Martinez,es ESP,DFMF,30,23,10,1013,0,0,0,0,5,1,0,0,0,0,0,0.5,0.5,0.1,0.04,0.01,0.05,0.04,0.05,Matches
bayern,Niklas Süle\Niklas-Sule,de GER,DF,23,12,12,999,0,1,0,0,1,0,0,0.09,0.09,0,0.09,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches
bayern,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,18,12,3,318,4,0,0,0,0,0,1.13,0,1.13,1.13,1.13,1.9,1.9,0.1,0.56,0.02,0.58,0.56,0.58,Matches
bayern,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,19,10,3,317,1,0,0,0,1,0,0.28,0,0.28,0.28,0.28,0.6,0.6,0.2,0.17,0.05,0.22,0.17,0.22,Matches
bayern,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,23,4,2,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.24,0.24,0,0.24,Matches
bayern,Sven Ulreich\Sven-Ulreich,de GER,GK,30,1,1,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
bayern,Renato Sanches\Renato-Sanches,pt POR,MF,21,3,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
bayern,Sarpreet Singh\Sarpreet-Singh,nz NZL,MF,20,2,1,72,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.09,0,0.09,0.09,0.09,Matches
bayern,Kwasi Okyere Wriedt\Kwasi-Okyere-Wriedt,gh GHA,FW,25,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
bayern,Oliver Batista-Meier\Oliver-Batista-Meier,de GER,FW,18,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
bayern,Leon Dajaku\Leon-Dajaku,de GER,DF,18,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
bayern,Chris Richards\Chris-Richards,us USA,DF,19,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
bayern,Jamal Musiala\Jamal-Musiala,eng ENG,MF,16,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dortmund,Achraf Hakimi\Achraf-Hakimi,ma MAR,DFFW,20,45,38,3571,9,10,0,0,5,0,0.23,0.25,0.48,0.23,0.48,5.8,5.8,5.5,0.15,0.15,0.3,0.15,0.3,Matches
dortmund,Roman Bürki\Roman-Burki,ch SUI,GK,28,39,39,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dortmund,Mats Hummels\Mats-Hummels,de GER,DF,30,41,41,3481,1,3,0,0,10,1,0.03,0.08,0.1,0.03,0.1,1.8,1.8,2.1,0.05,0.06,0.11,0.05,0.11,Matches
dortmund,Jadon Sancho\Jadon-Sancho,eng ENG,FW,19,44,36,3266,20,19,0,0,2,0,0.55,0.52,1.07,0.55,1.07,11.8,11.8,10.5,0.36,0.32,0.69,0.36,0.69,Matches
dortmund,Axel Witsel\Axel-Witsel,be BEL,MF,30,39,36,3215,4,5,0,0,5,0,0.11,0.14,0.25,0.11,0.25,2.3,2.3,2.7,0.07,0.08,0.16,0.07,0.16,Matches
dortmund,Manuel Akanji\Manuel-Akanji,ch SUI,DF,24,39,35,3192,0,2,0,0,2,0,0,0.06,0.06,0,0.06,0.8,0.8,0.7,0.02,0.02,0.05,0.02,0.05,Matches
dortmund,Thorgan Hazard\Thorgan-Hazard,be BEL,FW,26,43,37,3077,7,14,0,0,5,0,0.2,0.41,0.61,0.2,0.61,6.3,6.3,9.3,0.2,0.29,0.49,0.2,0.49,Matches
dortmund,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,25,38,33,2959,8,3,0,0,4,0,0.24,0.09,0.33,0.24,0.33,4.6,4.6,3.3,0.14,0.1,0.24,0.14,0.24,Matches
dortmund,Julian Brandt\Julian-Brandt,de GER,MFFW,23,42,32,2873,7,12,0,0,1,0,0.22,0.38,0.6,0.22,0.6,4.7,4.7,7.7,0.16,0.26,0.41,0.16,0.41,Matches
dortmund,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,34,38,32,2727,1,4,0,0,4,0,0.03,0.13,0.17,0.03,0.17,0.4,0.4,2.1,0.01,0.08,0.09,0.01,0.09,Matches
dortmund,Marco Reus\Marco-Reus,de GER,FWMF,30,26,25,2111,12,6,1,2,2,0,0.51,0.26,0.77,0.47,0.72,12.1,10.6,3.1,0.59,0.15,0.73,0.51,0.66,Matches
dortmund,Julian Weigl\Julian-Weigl,de GER,MFDF,23,20,19,1629,1,0,0,0,7,1,0.06,0,0.06,0.06,0.06,0.3,0.3,0.3,0.02,0.02,0.04,0.02,0.04,Matches
dortmund,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,20,22,15,1424,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,0.2,0.2,0.4,0.02,0.03,0.05,0.02,0.05,Matches
dortmund,Erling Braut Håland\Erling-Braut-Haland,no NOR,FW,19,18,13,1288,16,2,0,0,1,0,1.12,0.14,1.26,1.12,1.26,9.2,9.2,1.5,0.66,0.11,0.77,0.66,0.77,Matches
dortmund,Nico Schulz\Nico-Schulz,de GER,DFMF,26,18,14,1166,1,0,0,0,2,0,0.08,0,0.08,0.08,0.08,1.1,1.1,0.2,0.12,0.02,0.14,0.12,0.14,Matches
dortmund,Emre Can\Emre-Can,de GER,MF,25,15,12,1135,2,0,0,0,5,1,0.16,0,0.16,0.16,0.16,1,1,0.5,0.08,0.04,0.12,0.08,0.12,Matches
dortmund,Thomas Delaney\Thomas-Delaney,dk DEN,MF,27,14,14,1074,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.1,0.04,0.01,0.05,0.04,0.05,Matches
dortmund,Paco Alcácer\Paco-Alcacer,es ESP,FW,25,15,9,823,7,2,0,0,0,0,0.77,0.22,0.98,0.77,0.98,4.3,4.3,1.5,0.61,0.21,0.82,0.61,0.82,Matches
dortmund,Marwin Hitz\Marwin-Hitz,ch SUI,GK,31,8,7,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dortmund,Mario Götze\Mario-Gotze,de GER,FW,27,21,6,620,3,1,1,1,0,0,0.44,0.15,0.58,0.29,0.44,1.9,1.1,2,0.29,0.3,0.58,0.17,0.47,Matches
dortmund,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MFFW,23,14,6,588,0,1,0,0,1,0,0,0.15,0.15,0,0.15,1.2,1.2,0.4,0.18,0.05,0.23,0.18,0.23,Matches
dortmund,Giovanni Reyna\Giovanni-Reyna,us USA,FWMF,16,18,2,423,1,2,0,0,3,0,0.21,0.43,0.64,0.21,0.64,0.2,0.2,1,0.04,0.23,0.27,0.04,0.27,Matches
dortmund,Mateu Morey\Mateu-Morey,es ESP,DFFW,19,5,2,197,0,1,0,0,0,0,0,0.46,0.46,0,0.46,0.5,0.5,0.4,0.23,0.18,0.42,0.23,0.42,Matches
dortmund,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,20,9,1,164,0,1,0,0,0,0,0,0.55,0.55,0,0.55,0,0,0.3,0,0.29,0.29,0,0.29,Matches
dortmund,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,20,8,1,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dortmund,Ömer Toprak\Omer-Toprak,tr TUR,DF,30,1,1,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
dortmund,Marcel Schmelzer\Marcel-Schmelzer,de GER,FW,31,8,0,67,1,1,0,0,0,0,1.34,1.34,2.69,1.34,2.69,0.6,0.6,0.2,0.75,0.21,0.95,0.75,0.95,Matches
dortmund,Tobias Raschl\Tobias-Raschl,de GER,MF,19,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dortmund,Marius Wolf\Marius-Wolf,de GER,DFFW,24,1,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
juventus,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,32,41,41,3692,4,0,0,0,10,0,0.1,0,0.1,0.1,0.1,3,3,0.6,0.08,0.02,0.1,0.08,0.1,Matches
juventus,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,34,39,39,3478,30,6,10,11,2,0,0.78,0.16,0.93,0.52,0.67,23.2,16.4,4.3,0.7,0.13,0.83,0.49,0.62,Matches
juventus,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,29,39,37,3085,3,3,0,0,9,0,0.09,0.09,0.18,0.09,0.18,1.2,1.2,3.1,0.04,0.1,0.14,0.04,0.14,Matches
juventus,Juan Cuadrado\Juan-Cuadrado,co COL,DFFW,31,39,31,2999,3,6,0,0,7,1,0.09,0.18,0.27,0.09,0.27,1.4,1.4,5.4,0.05,0.18,0.23,0.05,0.23,Matches
juventus,Alex Sandro\Alex-Sandro,br BRA,DF,28,34,33,2921,0,5,0,0,3,0,0,0.15,0.15,0,0.15,0.6,0.6,3,0.02,0.11,0.14,0.02,0.14,Matches
juventus,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,19,33,30,2853,3,0,0,0,5,0,0.09,0,0.09,0.09,0.09,2.5,2.5,0.1,0.09,0.01,0.1,0.09,0.1,Matches
juventus,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,29,30,30,2700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
juventus,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,25,40,29,2598,17,9,2,2,6,0,0.59,0.31,0.9,0.52,0.83,9.4,8.6,6.4,0.4,0.27,0.67,0.36,0.63,Matches
juventus,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,22,36,28,2586,1,6,0,0,12,1,0.03,0.21,0.24,0.03,0.24,0.5,0.5,3.2,0.02,0.14,0.16,0.02,0.16,Matches
juventus,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,32,38,27,2482,1,2,0,0,6,0,0.04,0.07,0.11,0.04,0.11,1.8,1.8,1.3,0.08,0.05,0.13,0.08,0.13,Matches
juventus,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,31,38,24,2259,9,8,0,0,3,0,0.36,0.32,0.68,0.36,0.68,9.4,9.4,4.9,0.43,0.22,0.65,0.43,0.65,Matches
juventus,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,24,30,21,1938,1,0,0,0,5,1,0.05,0,0.05,0.05,0.05,0.9,0.9,0.9,0.04,0.05,0.09,0.04,0.09,Matches
juventus,Danilo\Danilo,br BRA,DF,28,25,19,1788,1,0,0,0,3,1,0.05,0,0.05,0.05,0.05,0.7,0.7,0.7,0.04,0.04,0.08,0.04,0.08,Matches
juventus,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MF,25,31,17,1530,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,4,4,2.7,0.26,0.18,0.44,0.26,0.44,Matches
juventus,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,41,14,14,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.03,0.03,0,0.03,Matches
juventus,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,28,29,12,1216,4,1,0,0,1,0,0.3,0.07,0.37,0.3,0.37,3.4,3.4,1.8,0.29,0.16,0.45,0.29,0.45,Matches
juventus,Sami Khedira\Sami-Khedira,de GER,MF,32,18,13,972,0,1,0,0,4,0,0,0.09,0.09,0,0.09,1.3,1.3,1,0.12,0.1,0.22,0.12,0.22,Matches
juventus,Douglas Costa\Douglas-Costa,br BRA,MF,28,25,10,943,3,5,1,1,2,0,0.29,0.48,0.76,0.19,0.67,1.4,1.4,3.3,0.19,0.44,0.63,0.19,0.63,Matches
juventus,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,26,13,10,773,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.01,0.02,0,0.02,Matches
juventus,Daniele Rugani\Daniele-Rugani,it ITA,DF,25,8,8,720,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.05,0,0.05,0.05,0.05,Matches
juventus,Merih Demiral\Merih-Demiral,tr TUR,DF,21,7,7,558,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,0.4,0.4,0.2,0.07,0.05,0.12,0.07,0.12,Matches
juventus,Emre Can\Emre-Can,de GER,MF,25,8,2,284,0,0,0,0,2,0,0,0,0,0,0,1.3,1.3,0.5,0.41,0.17,0.58,0.41,0.58,Matches
juventus,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,34,3,2,157,1,0,0,0,0,0,0.57,0,0.57,0.57,0.57,0.3,0.3,0,0.18,0,0.18,0.18,0.18,Matches
juventus,Simone Muratore\Simone-Muratore,it ITA,MF,21,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
juventus,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,24,1,0,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
juventus,Marco Olivieri\Marco-Olivieri,it ITA,FW,20,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
inter,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,26,41,38,3369,26,5,6,6,2,0,0.69,0.13,0.83,0.53,0.67,21.5,17,5.9,0.64,0.18,0.82,0.51,0.68,Matches
inter,Samir Handanović\Samir-Handanovic,si SVN,GK,35,36,36,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
inter,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,27,36,34,3075,3,4,0,0,6,0,0.09,0.12,0.2,0.09,0.2,1.9,1.9,1,0.06,0.03,0.09,0.06,0.09,Matches
inter,Milan Škriniar\Milan-Skriniar,sk SVK,DF,24,35,35,3030,0,0,0,0,11,1,0,0,0,0,0,0.8,0.8,0.4,0.03,0.01,0.04,0.03,0.04,Matches
inter,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,26,34,32,2891,3,6,0,0,7,0,0.09,0.19,0.28,0.09,0.28,2.9,2.9,2.7,0.1,0.09,0.19,0.1,0.19,Matches
inter,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,21,37,34,2847,17,4,2,4,11,1,0.54,0.13,0.66,0.47,0.6,18.3,15.3,3.6,0.64,0.12,0.76,0.53,0.65,Matches
inter,Nicolò Barella\Nicolo-Barella,it ITA,MF,22,33,27,2368,3,4,0,0,10,0,0.11,0.15,0.27,0.11,0.27,1.8,1.8,1.5,0.08,0.07,0.15,0.08,0.15,Matches
inter,Antonio Candreva\Antonio-Candreva,it ITA,DF,32,32,26,2137,5,8,0,0,7,0,0.21,0.34,0.55,0.21,0.55,2,2,6.6,0.09,0.3,0.39,0.09,0.39,Matches
inter,Diego Godín\Diego-Godin,uy URU,DF,33,26,22,1972,0,1,0,0,7,0,0,0.05,0.05,0,0.05,0.7,0.7,0.8,0.03,0.04,0.07,0.03,0.07,Matches
inter,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,26,29,21,1806,2,4,0,0,1,0,0.1,0.2,0.3,0.1,0.3,1.2,1.2,2.6,0.06,0.14,0.21,0.06,0.21,Matches
inter,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,20,23,19,1786,2,0,0,0,8,1,0.1,0,0.1,0.1,0.1,1,1,1.4,0.06,0.08,0.14,0.06,0.14,Matches
inter,Matías Vecino\Matias-Vecino,uy URU,MF,27,24,19,1677,3,2,0,0,5,0,0.16,0.11,0.27,0.16,0.27,3.2,3.2,2,0.18,0.11,0.3,0.18,0.3,Matches
inter,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,25,21,16,1441,3,1,0,0,4,0,0.19,0.06,0.25,0.19,0.25,3.1,2.8,1,0.19,0.07,0.26,0.17,0.24,Matches
inter,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,30,21,15,1427,2,0,0,0,6,0,0.13,0,0.13,0.13,0.13,1.9,1.9,1.3,0.12,0.09,0.21,0.12,0.21,Matches
inter,Borja Valero\Borja-Valero,es ESP,MF,34,20,11,1044,3,0,0,0,4,0,0.26,0,0.26,0.26,0.26,1.3,1.3,1.7,0.13,0.16,0.28,0.13,0.28,Matches
inter,Stefano Sensi\Stefano-Sensi,it ITA,MF,23,18,12,1003,3,3,0,0,3,0,0.27,0.27,0.54,0.27,0.54,2.1,2.1,2.1,0.2,0.2,0.41,0.2,0.41,Matches
inter,Ashley Young\Ashley-Young,eng ENG,DF,34,13,10,904,2,2,0,0,1,0,0.2,0.2,0.4,0.2,0.4,0.8,0.8,1.1,0.1,0.13,0.23,0.1,0.23,Matches
inter,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,30,11,10,898,0,1,0,0,2,0,0,0.1,0.1,0,0.1,0.1,0.1,0.8,0.01,0.08,0.08,0.01,0.08,Matches
inter,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,30,21,9,815,2,5,1,1,3,1,0.22,0.55,0.77,0.11,0.66,3.5,2.8,2.7,0.49,0.37,0.87,0.39,0.76,Matches
inter,Christian Eriksen\Christian-Eriksen,dk DEN,MF,27,14,8,742,3,3,0,0,0,0,0.36,0.36,0.73,0.36,0.73,2.1,2.1,2.5,0.31,0.38,0.69,0.31,0.69,Matches
inter,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,31,9,7,641,1,0,0,0,1,0,0.14,0,0.14,0.14,0.14,0.3,0.3,0,0.06,0,0.06,0.06,0.06,Matches
inter,Victor Moses\Victor-Moses,ng NGA,DF,28,12,6,558,0,2,0,0,1,0,0,0.32,0.32,0,0.32,0.2,0.2,1.9,0.03,0.39,0.42,0.03,0.42,Matches
inter,Daniele Padelli\Daniele-Padelli,it ITA,GK,33,6,6,540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
inter,Valentino Lazaro\Valentino-Lazaro,at AUT,DF,23,11,4,517,0,2,0,0,2,0,0,0.35,0.35,0,0.35,0.1,0.1,1.3,0.03,0.27,0.3,0.03,0.3,Matches
inter,Matteo Politano\Matteo-Politano,it ITA,FWDF,25,15,2,324,0,0,0,0,1,0,0,0,0,0,0,1.1,1.1,0.9,0.3,0.25,0.55,0.3,0.55,Matches
inter,Sebastiano Esposito\Sebastiano-Esposito,it ITA,FWMF,17,12,2,295,1,0,1,1,2,0,0.31,0,0.31,0,0,1.7,0.9,0.2,0.56,0.05,0.61,0.3,0.36,Matches
inter,Federico Dimarco\Federico-Dimarco,it ITA,DF,21,4,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
inter,Lucien Agoume\Lucien-Agoume,fr FRA,MF,17,3,0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.14,0.14,0,0.14,Matches
milan,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,24,35,35,3180,0,0,0,0,4,0,0,0,0,0,0,1.3,1.3,0.6,0.04,0.02,0.06,0.04,0.06,Matches
milan,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,20,32,32,2871,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
milan,Theo Hernández\Theo-Hernandez,fr FRA,DF,21,30,29,2613,6,2,0,0,11,1,0.21,0.07,0.28,0.21,0.28,3.1,3.1,4,0.12,0.15,0.27,0.12,0.27,Matches
milan,Franck Kessié\Franck-Kessie,ci CIV,MF,22,31,28,2473,2,2,1,1,4,0,0.07,0.07,0.15,0.04,0.11,2.9,2.2,1.8,0.12,0.07,0.19,0.09,0.16,Matches
milan,Hakan Çalhanoğlu\Hakan-Calhanoglu,tr TUR,MFFW,25,31,29,2457,7,3,1,1,6,0,0.26,0.11,0.37,0.22,0.33,6,5.3,4.2,0.24,0.17,0.41,0.21,0.38,Matches
milan,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,21,29,27,2439,0,1,0,0,13,0,0,0.04,0.04,0,0.04,0.6,0.6,1.1,0.02,0.05,0.07,0.02,0.07,Matches
milan,Andrea Conti\Andrea-Conti,it ITA,DF,25,23,21,1877,0,2,0,0,9,0,0,0.1,0.1,0,0.1,0,0,1.3,0,0.08,0.08,0,0.08,Matches
milan,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,28,18,17,1466,0,0,0,0,4,1,0,0,0,0,0,0.4,0.4,0.6,0.03,0.04,0.06,0.03,0.06,Matches
milan,Suso\Suso,es ESP,FWMF,25,17,15,1386,1,2,0,0,2,0,0.06,0.13,0.19,0.06,0.19,1.3,1.3,3.6,0.09,0.24,0.32,0.09,0.32,Matches
milan,Samu Castillejo\Samu-Castillejo,es ESP,FWMF,24,22,18,1356,2,4,0,0,5,1,0.13,0.27,0.4,0.13,0.4,2.5,2.5,3,0.21,0.25,0.45,0.21,0.45,Matches
milan,Davide Calabria\Davide-Calabria,it ITA,DF,22,21,14,1343,0,1,0,0,5,2,0,0.07,0.07,0,0.07,0.2,0.2,0.5,0.02,0.04,0.05,0.02,0.05,Matches
milan,Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,24,20,16,1337,5,1,3,3,1,0,0.34,0.07,0.4,0.13,0.2,6.2,3.9,0.9,0.47,0.07,0.54,0.3,0.37,Matches
milan,Ante Rebić\Ante-Rebic,hr CRO,FWMF,25,24,14,1284,11,2,0,0,5,1,0.77,0.14,0.91,0.77,0.91,5.6,5.6,1.7,0.51,0.15,0.66,0.51,0.66,Matches
